SMILES,MW,HBA,HBD,LogP,lipinski_valid,Error,Fragments,chemval,chem_violation
O=C(OC(C#C)(O)C)OC1(C)C#C1,180.042258736,4,1,0.2569999999999999,True,False,"['[15*]C1(C)C#C1', '[4*]C1(C)C#C1', '[1*]C([1*])=O', '[4*]C(C)(O)C#C', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
C=C(OC(C#C)(O)O)OC1(C)C#C1,180.042258736,4,2,-0.4619,True,False,"['[3*]OC(=C)O[3*]', '[15*]C1(C)C#C1', '[4*]C1(C)C#C1', '[4*]C(O)(O)C#C']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
O=C(OC(C#C)(O)O)CC1(C)C#C1,180.042258736,4,2,-0.7853999999999999,True,False,"['[15*]C1(C)C#C1', '[1*]C(=O)C[8*]', '[4*]C(O)(O)C#C', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
OC(OC(C#C)(O)O)=CC1(C)C#C1,180.042258736,4,3,-0.30269999999999997,True,False,"['[4*]C(O)(O)C#C', '[3*]OC(O)=CC1(C)C#C1']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
O=C(CC(C#C)(O)O)OC1(C)C#C1,180.042258736,4,2,-0.9904999999999999,True,False,"['[15*]C1(C)C#C1', '[4*]C1(C)C#C1', '[1*]C(=O)CC(O)(O)C#C', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
OC(=CC(C#C)(O)O)OC1(C)C#C1,180.042258736,4,3,-0.5078000000000003,True,False,"['[15*]C1(C)C#C1', '[4*]C1(C)C#C1', '[3*]OC(O)=CC(O)(O)C#C']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
O=C(OC(C#C)(C)C)OC1(O)C#C1,180.042258736,4,1,0.25699999999999995,True,False,"['[3*]O[3*]', '[4*]C(C)(C)C#C', '[15*]C1(O)C#C1', '[1*]C([1*])=O']",False,"Triple bond in small ring, Geminal diol/triol"
C=C(OC(C#C)(O)C)OC1(O)C#C1,180.042258736,4,2,-0.4618999999999999,True,False,"['[4*]C(C)(O)C#C', '[15*]C1(O)C#C1', '[3*]OC(=C)O[3*]']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
O=C(OC(C#C)(O)C)CC1(O)C#C1,180.042258736,4,2,-0.9904999999999999,True,False,"['[1*]C(=O)C[8*]', '[4*]C(C)(O)C#C', '[15*]C1(O)C#C1', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
OC(OC(C#C)(O)C)=CC1(O)C#C1,180.042258736,4,3,-0.5078,True,False,"['[3*]OC(O)=CC1(O)C#C1', '[4*]C(C)(O)C#C']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
O=C(CC(C#C)(O)C)OC1(O)C#C1,180.042258736,4,2,-0.9904999999999999,True,False,"['[15*]C1(O)C#C1', '[1*]C(=O)CC(C)(O)C#C', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
OC(=CC(C#C)(O)C)OC1(O)C#C1,180.042258736,4,3,-0.5078,True,False,"['[3*]OC(O)=CC(C)(O)C#C', '[15*]C1(O)C#C1']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
C=C(OC(C#C)(O)O)CC1(O)C#C1,180.042258736,4,3,-1.0735,True,False,"['[15*]C1(O)C#C1', '[3*]OC(=C)C[8*]', '[4*]C(O)(O)C#C']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(OC(C#C)(O)O)=CC1(O)C#C1,180.042258736,4,3,-1.0735,True,False,"['[3*]OC([7*])C', '[7*]C[8*]', '[15*]C1(O)C#C1', '[4*]C(O)(O)C#C']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
C=C(CC(C#C)(O)O)OC1(O)C#C1,180.042258736,4,3,-1.0735000000000001,True,False,"['[15*]C1(O)C#C1', '[3*]OC(=C)CC(O)(O)C#C']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(=CC(C#C)(O)O)OC1(O)C#C1,180.042258736,4,3,-1.0735000000000001,True,False,"['[3*]OC([7*])C', '[7*]CC(O)(O)C#C', '[15*]C1(O)C#C1']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
O=C(CC(C#C)(O)O)CC1(O)C#C1,180.042258736,4,3,-1.6020999999999999,True,False,"['[15*]C1(O)C#C1', '[8*]CC(=O)CC(O)(O)C#C']",False,"Triple bond in small ring, Geminal diol/triol"
OC(CC(C#C)(O)O)=CC1(O)C#C1,180.042258736,4,4,-1.1194000000000002,True,False,"['[7*]C[8*]', '[7*]C(O)CC(O)(O)C#C', '[15*]C1(O)C#C1']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=CC(C#C)(O)O)CC1(O)C#C1,180.042258736,4,4,-1.1194000000000002,True,False,"['[7*]CC(O)(O)C#C', '[15*]C1(O)C#C1', '[7*]C(O)C[8*]']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)OC(C#C)(C)OC1(C)C#C1,180.042258736,3,1,0.8226999999999999,True,False,"['[15*]C1(C)C#C1', '[4*]C1(C)C#C1', '[3*]O[3*]', '[4*]C([4*])(C)C#C', '[1*]C(=O)O']",False,"Triple bond in small ring, Geminal diol/triol"
OC(=O)OC(C#C)(O)CC1(C)C#C1,180.042258736,3,2,0.4161999999999999,True,False,"['[4*]C(O)(C#C)C[8*]', '[15*]C1(C)C#C1', '[1*]C(=O)O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
CC(=O)OC(C#C)(O)OC1(C)C#C1,180.042258736,4,1,-0.3788999999999998,True,False,"['[15*]C1(C)C#C1', '[4*]C([4*])(O)C#C', '[4*]C1(C)C#C1', '[1*]C(C)=O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
C=C(O)OC(C#C)(O)OC1(C)C#C1,180.042258736,4,2,0.1038,True,False,"['[15*]C1(C)C#C1', '[4*]C([4*])(O)C#C', '[4*]C1(C)C#C1', '[3*]OC(=C)O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)CC(C#C)(O)OC1(C)C#C1,180.042258736,3,2,-0.42479999999999984,True,False,"['[15*]C1(C)C#C1', '[4*]C(O)(C#C)CC(=O)O', '[4*]C1(C)C#C1', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
OC(O)=CC(C#C)(O)OC1(C)C#C1,180.042258736,4,3,0.05789999999999984,True,False,"['[3*]O[3*]', '[15*]C1(C)C#C1', '[4*]C1(C)C#C1', '[4*]C(O)(C#C)C=C(O)O']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)OC(C#C)(C)CC1(O)C#C1,180.04225873599998,3,2,0.21110000000000007,True,False,"['[4*]C(C)(C#C)C[8*]', '[15*]C1(O)C#C1', '[1*]C(=O)O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
CC(=O)OC(C#C)(C)OC1(O)C#C1,180.042258736,4,1,-0.37889999999999985,True,False,"['[15*]C1(O)C#C1', '[4*]C([4*])(C)C#C', '[1*]C(C)=O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
C=C(O)OC(C#C)(C)OC1(O)C#C1,180.042258736,4,2,0.1038,True,False,"['[3*]O[3*]', '[15*]C1(O)C#C1', '[4*]C([4*])(C)C#C', '[3*]OC(=C)O']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)CC(C#C)(C)OC1(O)C#C1,180.042258736,3,2,-0.4247999999999998,True,False,"['[4*]C(C)(C#C)CC(=O)O', '[15*]C1(O)C#C1', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
OC(O)=CC(C#C)(C)OC1(O)C#C1,180.042258736,4,3,0.05790000000000006,True,False,"['[4*]C(C)(C#C)C=C(O)O', '[15*]C1(O)C#C1', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(=O)OC(C#C)(O)CC1(O)C#C1,180.042258736,4,2,-0.9904999999999999,True,False,"['[4*]C(O)(C#C)C[8*]', '[15*]C1(O)C#C1', '[1*]C(C)=O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
C=C(O)OC(C#C)(O)CC1(O)C#C1,180.042258736,4,3,-0.5078,True,False,"['[4*]C(O)(C#C)C[8*]', '[15*]C1(O)C#C1', '[3*]OC(=C)O']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)CC(C#C)(O)CC1(O)C#C1,180.042258736,3,3,-1.0363999999999998,True,False,"['[8*]CC(O)(C#C)CC(=O)O', '[15*]C1(O)C#C1']",False,Triple bond in small ring
OC(O)=CC(C#C)(O)CC1(O)C#C1,180.042258736,4,4,-0.5537000000000001,True,False,"['[15*]C1(O)C#C1', '[8*]CC(O)(C#C)C=C(O)O']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(=C)OC(C#C)(O)OC1(O)C#C1,180.042258736,4,2,-0.46189999999999987,True,False,"['[3*]OC(=C)C', '[4*]C([4*])(O)C#C', '[15*]C1(O)C#C1', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(=O)CC(C#C)(O)OC1(O)C#C1,180.042258736,4,2,-0.9904999999999999,True,False,"['[4*]C(O)(C#C)CC(C)=O', '[15*]C1(O)C#C1', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
C=C(O)CC(C#C)(O)OC1(O)C#C1,180.042258736,4,3,-0.5078,True,False,"['[4*]C(O)(C#C)CC(=C)O', '[15*]C1(O)C#C1', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(O)=CC(C#C)(O)OC1(O)C#C1,180.042258736,4,3,-0.5078,True,False,"['[7*]C(C)O', '[4*]C(O)(C#C)C[7*]', '[15*]C1(O)C#C1', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)OC(C#CC1(C)C#C1)(O)C,180.04225873599998,3,2,0.41619999999999996,True,False,"['[4*]C(C)(O)C#CC1(C)C#C1', '[1*]C(=O)O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
CC(=O)OC(C#CC1(C)C#C1)(O)O,180.042258736,4,2,-0.7854000000000001,True,False,"['[4*]C(O)(O)C#CC1(C)C#C1', '[1*]C(C)=O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
C=C(O)OC(C#CC1(C)C#C1)(O)O,180.042258736,4,3,-0.30270000000000014,True,False,"['[4*]C(O)(O)C#CC1(C)C#C1', '[3*]OC(=C)O']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)CC(C#CC1(C)C#C1)(O)O,180.042258736,3,3,-0.8312999999999999,True,False,['CC1(C#CC(O)(O)CC(=O)O)C#C1'],False,"Triple bond in small ring, Geminal diol/triol"
OC(O)=CC(C#CC1(C)C#C1)(O)O,180.042258736,4,4,-0.3486000000000002,True,False,['CC1(C#CC(O)(O)C=C(O)O)C#C1'],False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)OC(C#CC1(O)C#C1)(C)C,180.042258736,3,2,0.21109999999999995,True,False,"['[4*]C(C)(C)C#CC1(O)C#C1', '[1*]C(=O)O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
CC(=O)OC(C#CC1(O)C#C1)(O)C,180.042258736,4,2,-0.9904999999999999,True,False,"['[4*]C(C)(O)C#CC1(O)C#C1', '[1*]C(C)=O', '[3*]O[3*]']",False,"Triple bond in small ring, Geminal diol/triol"
C=C(O)OC(C#CC1(O)C#C1)(O)C,180.042258736,4,3,-0.5078,True,False,"['[4*]C(C)(O)C#CC1(O)C#C1', '[3*]OC(=C)O']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
OC(=O)CC(C#CC1(O)C#C1)(O)C,180.042258736,3,3,-1.0363999999999998,True,False,['CC(O)(C#CC1(O)C#C1)CC(=O)O'],False,Triple bond in small ring
OC(O)=CC(C#CC1(O)C#C1)(O)C,180.042258736,4,4,-0.5537000000000001,True,False,['CC(O)(C#CC1(O)C#C1)C=C(O)O'],False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(=C)OC(C#CC1(O)C#C1)(O)O,180.042258736,4,3,-1.0735000000000001,True,False,"['[3*]OC(=C)C', '[4*]C(O)(O)C#CC1(O)C#C1']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(=O)CC(C#CC1(O)C#C1)(O)O,180.042258736,4,3,-1.6021000000000003,True,False,['CC(=O)CC(O)(O)C#CC1(O)C#C1'],False,"Triple bond in small ring, Geminal diol/triol"
C=C(O)CC(C#CC1(O)C#C1)(O)O,180.042258736,4,4,-1.1194000000000002,True,False,['C=C(O)CC(O)(O)C#CC1(O)C#C1'],False,"Triple bond in small ring, Geminal diol/triol, Enol"
CC(O)=CC(C#CC1(O)C#C1)(O)O,180.042258736,4,4,-1.1194000000000002,True,False,"['[7*]C(C)O', '[7*]CC(O)(O)C#CC1(O)C#C1']",False,"Triple bond in small ring, Geminal diol/triol, Enol"
O=C1OC(C1C(C#C)(C)C#C)(O)O,180.042258736,4,2,-0.9295,True,False,"['[8*]C(C)(C#C)C#C', '[15*]C1C(=O)OC1(O)O']",False,Geminal diol/triol
OC=1OC(C1C(C#C)(C)C#C)(O)O,180.042258736,4,3,-0.30270000000000014,True,False,['C#CC(C)(C#C)C1=C(O)OC1(O)O'],False,"Geminal diol/triol, Enol"
O=C1OC(C1C(C#C)(O)C#C)(O)C,180.042258736,4,2,-1.1345999999999998,True,False,"['[15*]C1C(=O)OC1(C)O', '[8*]C(O)(C#C)C#C']",False,Geminal diol/triol
OC=1OC(C1C(C#C)(O)C#C)(O)C,180.042258736,4,3,-0.5078000000000003,True,False,['C#CC(O)(C#C)C1=C(O)OC1(C)O'],False,"Geminal diol/triol, Enol"
C=C1OC(C1C(C#C)(O)C#C)(O)O,180.042258736,4,3,-1.2176000000000002,True,False,"['[8*]C(O)(C#C)C#C', '[15*]C1C(=C)OC1(O)O']",False,"Geminal diol/triol, Enol"
CC=1OC(C1C(C#C)(O)C#C)(O)O,180.042258736,4,3,-1.0735000000000001,True,False,['C#CC(O)(C#C)C1=C(C)OC1(O)O'],False,"Geminal diol/triol, Enol"
O=C1CC(C1C(C#C)(O)C#C)(O)O,180.042258736,4,3,-1.7462000000000002,True,False,"['[15*]C1C(=O)CC1(O)O', '[8*]C(O)(C#C)C#C']",False,Geminal diol/triol
OC1=CC(C1C(C#C)(O)C#C)(O)O,180.042258736,4,4,-1.2635,True,False,"['[15*]C1C(O)=CC1(O)O', '[8*]C(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
OC=1CC(C1C(C#C)(O)C#C)(O)O,180.042258736,4,4,-1.1194000000000002,True,False,['C#CC(O)(C#C)C1=C(O)CC1(O)O'],False,"Geminal diol/triol, Enol"
OC1(O)OC(O1)=CC(C#C)(C)C#C,180.042258736,4,2,-0.25680000000000014,True,False,['C#CC(C)(C#C)C=C1OC(O)(O)O1'],False,"Geminal diol/triol, Enol"
OC1(O)OC(=C1)OC(C#C)(C)C#C,180.042258736,4,2,-0.4619,True,False,"['[3*]OC1=CC(O)(O)O1', '[4*]C(C)(C#C)C#C']",False,"Geminal diol/triol, Enol"
CC1(O)OC(O1)=CC(C#C)(O)C#C,180.042258736,4,2,-0.4619000000000002,True,False,['C#CC(O)(C#C)C=C1OC(C)(O)O1'],False,"Geminal diol/triol, Enol"
CC1(O)OC(=C1)OC(C#C)(O)C#C,180.042258736,4,2,-0.4619000000000002,True,False,"['[3*]OC1=CC(C)(O)O1', '[4*]C(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
OC1(O)OC(C1)=CC(C#C)(O)C#C,180.04225873599998,4,3,-1.0735,True,False,"['[7*]C1CC(O)(O)O1', '[7*]CC(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
OC1(O)OC(=C1)CC(C#C)(O)C#C,180.04225873599998,4,3,-1.0735,True,False,['C#CC(O)(C#C)CC1=CC(O)(O)O1'],False,"Geminal diol/triol, Enol"
OC1(O)C=C(C1)OC(C#C)(O)C#C,180.042258736,4,3,-1.0735,True,False,"['[3*]OC1=CC(O)(O)C1', '[4*]C(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
O=C1OC(O1)(C)OC(C#C)(C)C#C,180.042258736,4,0,0.8685999999999999,True,False,"['[13*]C1(C)OC(=O)O1', '[4*]C1(C)OC(=O)O1', '[4*]C(C)(C#C)C#C', '[3*]O[3*]']",False,Geminal diol/triol
O=C1OC(O1)(O)CC(C#C)(C)C#C,180.042258736,4,1,0.46209999999999996,True,False,"['[13*]C1(O)OC(=O)O1', '[8*]CC(C)(C#C)C#C']",False,Geminal diol/triol
C=C1OC(O1)(O)OC(C#C)(C)C#C,180.042258736,4,1,0.1497,True,False,"['[13*]C1(O)OC(=C)O1', '[4*]C(C)(C#C)C#C', '[3*]O[3*]']",False,"Geminal diol/triol, Enol"
O=C1OC(C1)(O)OC(C#C)(C)C#C,180.042258736,4,1,-0.3788999999999998,True,False,"['[3*]O[3*]', '[4*]C(C)(C#C)C#C', '[13*]C1(O)CC(=O)O1']",False,Geminal diol/triol
OC=1OC(C1)(O)OC(C#C)(C)C#C,180.042258736,4,2,0.1038,True,False,"['[13*]C1(O)C=C(O)O1', '[4*]C(C)(C#C)C#C', '[3*]O[3*]']",False,"Geminal diol/triol, Enol"
O=C1OC(O1)(C)CC(C#C)(O)C#C,180.04225873599998,4,1,0.25699999999999995,True,False,"['[13*]C1(C)OC(=O)O1', '[8*]CC(O)(C#C)C#C']",False,Geminal diol/triol
C=C1OC(O1)(C)OC(C#C)(O)C#C,180.042258736,4,1,0.1496999999999999,True,False,"['[3*]O[3*]', '[13*]C1(C)OC(=C)O1', '[4*]C1(C)OC(=C)O1', '[4*]C(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
O=C1OC(C1)(C)OC(C#C)(O)C#C,180.042258736,4,1,-0.3788999999999998,True,False,"['[13*]C1(C)CC(=O)O1', '[4*]C1(C)CC(=O)O1', '[3*]O[3*]', '[4*]C(O)(C#C)C#C']",False,Geminal diol/triol
OC=1OC(C1)(C)OC(C#C)(O)C#C,180.042258736,4,2,0.10379999999999989,True,False,"['[3*]O[3*]', '[13*]C1(C)C=C(O)O1', '[4*]C1(C)C=C(O)O1', '[4*]C(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
C=C1OC(O1)(O)CC(C#C)(O)C#C,180.042258736,4,2,-0.4619000000000002,True,False,"['[8*]CC(O)(C#C)C#C', '[13*]C1(O)OC(=C)O1']",False,"Geminal diol/triol, Enol"
O=C1OC(C1)(O)CC(C#C)(O)C#C,180.042258736,4,2,-0.9904999999999999,True,False,"['[8*]CC(O)(C#C)C#C', '[13*]C1(O)CC(=O)O1']",False,Geminal diol/triol
OC=1OC(C1)(O)CC(C#C)(O)C#C,180.042258736,4,3,-0.5078,True,False,"['[8*]CC(O)(C#C)C#C', '[13*]C1(O)C=C(O)O1']",False,"Geminal diol/triol, Enol"
C=C1OC(C1)(O)OC(C#C)(O)C#C,180.042258736,4,2,-0.4619000000000001,True,False,"['[3*]O[3*]', '[13*]C1(O)CC(=C)O1', '[4*]C(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
CC=1OC(C1)(O)OC(C#C)(O)C#C,180.042258736,4,2,-0.4619,True,False,"['[3*]O[3*]', '[13*]C1(O)C=C(C)O1', '[4*]C(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
O=C1CC(C1)(O)OC(C#C)(O)C#C,180.042258736,4,2,-0.9904999999999999,True,False,"['[3*]O[3*]', '[15*]C1(O)CC(=O)C1', '[4*]C(O)(C#C)C#C']",False,Geminal diol/triol
OC1=CC(C1)(O)OC(C#C)(O)C#C,180.042258736,4,3,-0.5077999999999999,True,False,"['[3*]O[3*]', '[15*]C1(O)C=C(O)C1', '[4*]C(O)(C#C)C#C']",False,"Geminal diol/triol, Enol"
O=C1OC(C#C)(O1)OC(C#C)(C)C,180.042258736,4,0,0.8685999999999999,True,False,"['[4*]C(C)(C)C#C', '[4*]C1(C#C)OC(=O)O1', '[13*]C1(C#C)OC(=O)O1', '[3*]O[3*]']",False,Geminal diol/triol
O=C1OC(C#C)(O1)CC(C#C)(O)C,180.042258736,4,1,0.257,True,False,"['[8*]CC(C)(O)C#C', '[13*]C1(C#C)OC(=O)O1']",False,Geminal diol/triol
C=C1OC(C#C)(O1)OC(C#C)(O)C,180.042258736,4,1,0.1496999999999999,True,False,"['[13*]C1(C#C)OC(=C)O1', '[4*]C(C)(O)C#C', '[4*]C1(C#C)OC(=C)O1', '[3*]O[3*]']",False,"Geminal diol/triol, Enol"
O=C1OC(C#C)(C1)OC(C#C)(O)C,180.042258736,4,1,-0.3788999999999998,True,False,"['[3*]O[3*]', '[4*]C1(C#C)CC(=O)O1', '[4*]C(C)(O)C#C', '[13*]C1(C#C)CC(=O)O1']",False,Geminal diol/triol
OC=1OC(C#C)(C1)OC(C#C)(O)C,180.042258736,4,2,0.1038,True,False,"['[3*]O[3*]', '[4*]C(C)(O)C#C', '[4*]C1(C#C)C=C(O)O1', '[13*]C1(C#C)C=C(O)O1']",False,"Geminal diol/triol, Enol"
C=C1OC(C#C)(O1)CC(C#C)(O)O,180.042258736,4,2,-0.4619000000000001,True,False,"['[13*]C1(C#C)OC(=C)O1', '[8*]CC(O)(O)C#C']",False,"Geminal diol/triol, Enol"
O=C1OC(C#C)(C1)CC(C#C)(O)O,180.042258736,4,2,-0.9904999999999999,True,False,"['[13*]C1(C#C)CC(=O)O1', '[8*]CC(O)(O)C#C']",False,Geminal diol/triol
OC=1OC(C#C)(C1)CC(C#C)(O)O,180.042258736,4,3,-0.5078000000000001,True,False,"['[13*]C1(C#C)C=C(O)O1', '[8*]CC(O)(O)C#C']",False,"Geminal diol/triol, Enol"
C=C1OC(C#C)(C1)OC(C#C)(O)O,180.042258736,4,2,-0.4619000000000001,True,False,"['[13*]C1(C#C)CC(=C)O1', '[4*]C1(C#C)CC(=C)O1', '[4*]C(O)(O)C#C', '[3*]O[3*]']",False,"Geminal diol/triol, Enol"
CC=1OC(C#C)(C1)OC(C#C)(O)O,180.042258736,4,2,-0.4619000000000001,True,False,"['[4*]C1(C#C)C=C(C)O1', '[13*]C1(C#C)C=C(C)O1', '[4*]C(O)(O)C#C', '[3*]O[3*]']",False,"Geminal diol/triol, Enol"
O=C1CC(C#C)(C1)OC(C#C)(O)O,180.042258736,4,2,-0.9905000000000002,True,False,"['[15*]C1(C#C)CC(=O)C1', '[4*]C1(C#C)CC(=O)C1', '[4*]C(O)(O)C#C', '[3*]O[3*]']",False,Geminal diol/triol
OC1=CC(C#C)(C1)OC(C#C)(O)O,180.042258736,4,3,-0.5078000000000001,True,False,"['[4*]C1(C#C)C=C(O)C1', '[15*]C1(C#C)C=C(O)C1', '[4*]C(O)(O)C#C', '[3*]O[3*]']",False,"Geminal diol/triol, Enol"
OC(=O)OC1(C#C)OC(C#C)(C)C1,180.042258736,3,1,0.8227,True,False,"['[13*]C1(C#C)CC(C)(C#C)O1', '[4*]C1(C#C)CC(C)(C#C)O1', '[1*]C(=O)O', '[3*]O[3*]']",False,Geminal diol/triol
CC(=O)OC1(C#C)OC(C#C)(C)O1,180.042258736,4,0,0.23270000000000002,True,False,"['[4*]C1(C#C)OC(C)(C#C)O1', '[13*]C1(C#C)OC(C)(C#C)O1', '[1*]C(C)=O', '[3*]O[3*]']",False,Geminal diol/triol
C=C(O)OC1(C#C)OC(C#C)(C)O1,180.042258736,4,1,0.7154,True,False,"['[4*]C1(C#C)OC(C)(C#C)O1', '[13*]C1(C#C)OC(C)(C#C)O1', '[3*]OC(=C)O']",False,"Geminal diol/triol, Enol"
OC(=O)CC1(C#C)OC(C#C)(C)O1,180.042258736,3,1,0.18680000000000008,True,False,"['[8*]CC(=O)O', '[13*]C1(C#C)OC(C)(C#C)O1']",False,Geminal diol/triol
OC(O)=CC1(C#C)OC(C#C)(C)O1,180.042258736,4,2,0.6695,True,False,['C#CC1(C)OC(C#C)(C=C(O)O)O1'],False,"Geminal diol/triol, Enol"
OC(=O)OC1(C#C)CC(C#C)(O)C1,180.04225873599998,3,2,0.21109999999999995,True,False,"['[15*]C1(C#C)CC(O)(C#C)C1', '[4*]C1(C#C)CC(O)(C#C)C1', '[1*]C(=O)O', '[3*]O[3*]']",False,Geminal diol/triol
CC(=O)OC1(C#C)OC(C#C)(O)C1,180.042258736,4,1,-0.3788999999999998,True,False,"['[4*]C1(C#C)CC(O)(C#C)O1', '[13*]C1(C#C)CC(O)(C#C)O1', '[1*]C(C)=O', '[3*]O[3*]']",False,Geminal diol/triol
C=C(O)OC1(C#C)OC(C#C)(O)C1,180.042258736,4,2,0.1038,True,False,"['[4*]C1(C#C)CC(O)(C#C)O1', '[13*]C1(C#C)CC(O)(C#C)O1', '[3*]OC(=C)O']",False,"Geminal diol/triol, Enol"
OC(=O)CC1(C#C)OC(C#C)(O)C1,180.042258736,3,2,-0.42479999999999984,True,False,"['[8*]CC(=O)O', '[13*]C1(C#C)CC(O)(C#C)O1']",False,Geminal diol/triol
OC(O)=CC1(C#C)OC(C#C)(O)C1,180.042258736,4,3,0.05789999999999984,True,False,['C#CC1(O)CC(C#C)(C=C(O)O)O1'],False,"Geminal diol/triol, Enol"
CC(=C)OC1(C#C)OC(C#C)(O)O1,180.042258736,4,1,0.1497,True,False,"['[3*]OC(=C)C', '[13*]C1(C#C)OC(O)(C#C)O1', '[4*]C1(C#C)OC(O)(C#C)O1']",False,"Geminal diol/triol, Enol"
CC(=O)CC1(C#C)OC(C#C)(O)O1,180.042258736,4,1,-0.37890000000000007,True,False,"['[8*]CC(C)=O', '[13*]C1(C#C)OC(O)(C#C)O1']",False,Geminal diol/triol
C=C(O)CC1(C#C)OC(C#C)(O)O1,180.042258736,4,2,0.10379999999999989,True,False,"['[8*]CC(=C)O', '[13*]C1(C#C)OC(O)(C#C)O1']",False,"Geminal diol/triol, Enol"
CC(O)=CC1(C#C)OC(C#C)(O)O1,180.042258736,4,2,0.10379999999999989,True,False,"['[7*]C(C)O', '[7*]C[8*]', '[13*]C1(C#C)OC(O)(C#C)O1']",False,"Geminal diol/triol, Enol"
O=C1OC(C#C)(O1)C#CC(C)(O)C,180.042258736,4,1,0.257,True,False,['C#CC1(C#CC(C)(C)O)OC(=O)O1'],False,Geminal diol/triol
C=C1OC(C#C)(O1)C#CC(C)(O)O,180.042258736,4,2,-0.4619000000000001,True,False,['C#CC1(C#CC(C)(O)O)OC(=C)O1'],False,"Geminal diol/triol, Enol"
O=C1OC(C#C)(C1)C#CC(C)(O)O,180.042258736,4,2,-0.9904999999999999,True,False,['C#CC1(C#CC(C)(O)O)CC(=O)O1'],False,Geminal diol/triol
OC=1OC(C#C)(C1)C#CC(C)(O)O,180.042258736,4,3,-0.5078000000000001,True,False,['C#CC1(C#CC(C)(O)O)C=C(O)O1'],False,"Geminal diol/triol, Enol"
C=C1OC(C#C)(C1)C#CC(O)(O)O,180.042258736,4,3,-1.0735000000000001,True,False,['C#CC1(C#CC(O)(O)O)CC(=C)O1'],False,"Geminal diol/triol, Enol"
CC=1OC(C#C)(C1)C#CC(O)(O)O,180.042258736,4,3,-1.0735000000000001,True,False,['C#CC1(C#CC(O)(O)O)C=C(C)O1'],False,"Geminal diol/triol, Enol"
O=C1CC(C#C)(C1)C#CC(O)(O)O,180.042258736,4,3,-1.3970000000000002,True,False,['C#CC1(C#CC(O)(O)O)CC(=O)C1'],False,Geminal diol/triol
