SMILES,MW,HBA,HBD,LogP,lipinski_valid,Error,Fragments,chemval,chem_violation
ON=NN=NC(=O)N1C(NC1(O)O)(O)O,222.034881912,7,6,-2.588,True,False,"['[1*]C(=O)N=NN=NO', '[5*]N1C(O)(O)NC1(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C(O)N1C(NC1(O)O)(O)O,222.034881912,7,6,-2.9539999999999997,True,False,['O=NN=NN=C(O)N1C(O)(O)NC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NON=NC(=N)N1C(OC1(O)O)(O)O,222.034881912,10,6,-2.22506,True,False,['N=NON=NC(=N)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol"
N=NN=NOC(=N)N1C(OC1(O)O)(O)O,222.034881912,9,6,-2.22506,True,False,['N=NN=NOC(=N)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NNN=NC(=N)N1C(OC1(O)O)(O)O,222.034881912,9,6,-2.91663,True,False,['N=C(N=NNN=O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NNC(=N)N1C(OC1(O)O)(O)O,222.034881912,8,6,-2.91663,True,False,['N=C(NN=NN=O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
ON=NN=NC(=N)N1C(OC1(O)O)(O)O,222.034881912,7,6,-2.3462300000000003,True,False,['N=C(N=NN=NO)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C(N)N1C(OC1(O)O)(O)O,222.034881912,7,5,-3.1263,True,False,['NC(=NN=NN=O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NNN=NC(=O)N1C(OC1(O)O)(O)O,222.034881912,9,6,-2.4668300000000003,True,False,"['[1*]C(=O)N=NNN=N', '[5*]N1C(O)(O)OC1(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NNC(=O)N1C(OC1(O)O)(O)O,222.034881912,8,6,-2.4668300000000003,True,False,"['[5*]N1C(O)(O)OC1(O)O', '[1*]C(=O)NN=NN=N']",False,"PAINS, Geminal diol/triol, Hydrazine"
NN=NN=NC(=O)N1C(OC1(O)O)(O)O,222.034881912,7,5,-2.6765,True,False,"['[1*]C(=O)N=NN=NN', '[5*]N1C(O)(O)OC1(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN=C(O)N1C(OC1(O)O)(O)O,222.034881912,7,6,-2.26243,True,False,['N=NN=NN=C(O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN(O)N1C(OC1(O)N)(O)O,222.034881912,11,5,-3.13712,True,False,['N#CON=NN(O)N1C(N)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON(O)N1C(OC1(O)N)(O)O,222.034881912,12,5,-3.13712,True,False,['N#CN=NON(O)N1C(N)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=C=NN=NN(O)N1C(OC1(O)N)(O)O,222.034881912,10,5,-3.299,True,False,['NC1(O)OC(O)(O)N1N(O)N=NN=C=O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN(O)N1C(NC1(O)O)(O)O,222.034881912,11,6,-3.53052,False,False,['N#CON=NN(O)N1C(O)(O)NC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON(O)N1C(NC1(O)O)(O)O,222.034881912,12,6,-3.53052,False,False,['N#CN=NON(O)N1C(O)(O)NC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=C=NN=NN(O)N1C(NC1(O)O)(O)O,222.034881912,10,6,-3.6924,True,False,['O=C=NN=NN(O)N1C(O)(O)NC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN(N)N1C(OC1(O)O)(O)O,222.034881912,11,5,-3.61902,True,False,['N#CON=NN(N)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON(N)N1C(OC1(O)O)(O)O,222.034881912,12,5,-3.61902,True,False,['N#CN=NON(N)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=C=NN=NN(N)N1C(OC1(O)O)(O)O,222.034881912,10,5,-3.7809,True,False,['NN(N=NN=C=O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=C=NN=NN(O)N1C(OC1(O)O)(O)O,222.034881912,10,6,-2.84853,True,False,['N=C=NN=NN(O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CNN=NN(O)N1C(OC1(O)O)(O)O,222.034881912,10,6,-3.53052,True,False,['N#CNN=NN(O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NNN(O)N1C(OC1(O)O)(O)O,222.034881912,11,6,-3.53052,False,False,['N#CN=NNN(O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=C=NN(O)N1C(OC1(O)N)(O)O,222.034881912,11,5,-3.1466999999999996,True,False,['NC1(O)OC(O)(O)N1N(O)N=C=NN=O'],False,"Geminal diol/triol, Hydrazine"
O=NN=C=NN(O)N1C(NC1(O)O)(O)O,222.034881912,11,6,-3.5401,False,False,['O=NN=C=NN(O)N1C(O)(O)NC1(O)O'],False,"Geminal diol/triol, Hydrazine"
O=NN=C=NN(N)N1C(OC1(O)O)(O)O,222.034881912,11,5,-3.6286,True,False,['NN(N=C=NN=O)N1C(O)(O)OC1(O)O'],False,"Geminal diol/triol, Hydrazine"
N=NN=C=NN(O)N1C(OC1(O)O)(O)O,222.034881912,11,6,-2.8485300000000002,False,False,['N=NN=C=NN(O)N1C(O)(O)OC1(O)O'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC=1OC(OC(N1)(O)N)(O)N,222.034881912,12,4,-2.4210000000000003,True,False,['NC1(O)N=C(N=NON=O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol"
O=NN=NOC=1OC(OC(N1)(O)N)(O)N,222.034881912,10,4,-2.4210000000000003,True,False,['NC1(O)N=C(ON=NN=O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C1OC(OC(O1)(O)N)(O)N,222.034881912,9,4,-2.4210000000000003,True,False,['NC1(O)OC(=NN=NN=O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC1=NC(OC(O1)(N)N)(O)O,222.034881912,12,4,-2.4210000000000003,True,False,['NC1(N)OC(N=NON=O)=NC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
O=NN=NOC1=NC(OC(O1)(N)N)(O)O,222.034881912,10,4,-2.4210000000000003,True,False,['NC1(N)OC(ON=NN=O)=NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC=1OC(OC(N1)(N)N)(O)O,222.034881912,12,4,-2.421,True,False,['NC1(N)N=C(N=NON=O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
O=NN=NOC=1OC(OC(N1)(N)N)(O)O,222.034881912,10,4,-2.421,True,False,['NC1(N)N=C(ON=NN=O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C1OC(OC(O1)(N)N)(O)O,222.034881912,9,4,-2.4210000000000003,True,False,['NC1(N)OC(=NN=NN=O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC1=NC(NC(O1)(O)N)(O)O,222.034881912,12,5,-2.8144,True,False,['NC1(O)NC(O)(O)N=C(N=NON=O)O1'],False,"PAINS, Geminal diol/triol"
O=NN=NOC1=NC(NC(O1)(O)N)(O)O,222.034881912,10,5,-2.8144,True,False,['NC1(O)NC(O)(O)N=C(ON=NN=O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC=1OC(NC(N1)(O)N)(O)O,222.034881912,12,5,-2.8144000000000005,True,False,['NC1(O)N=C(N=NON=O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol"
O=NN=NOC=1OC(NC(N1)(O)N)(O)O,222.034881912,10,5,-2.8144000000000005,True,False,['NC1(O)N=C(ON=NN=O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C1OC(NC(O1)(O)N)(O)O,222.034881912,9,5,-2.8144,True,False,['NC1(O)NC(O)(O)OC(=NN=NN=O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC1=NC(OC(N1)(O)N)(O)O,222.034881912,12,5,-2.8144,True,False,['NC1(O)NC(N=NON=O)=NC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
O=NON=NC=1NC(OC(N1)(O)N)(O)O,222.034881912,12,5,-2.8144000000000005,True,False,['NC1(O)N=C(N=NON=O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
O=NN=NOC1=NC(OC(N1)(O)N)(O)O,222.034881912,10,5,-2.8144,True,False,['NC1(O)NC(ON=NN=O)=NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NOC=1NC(OC(N1)(O)N)(O)O,222.034881912,10,5,-2.8144000000000005,True,False,['NC1(O)N=C(ON=NN=O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NON=NC1=NC(OC(O1)(O)N)(O)O,222.034881912,12,5,-2.12283,True,False,['N=NON=NC1=NC(O)(O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol"
N=NN=NOC1=NC(OC(O1)(O)N)(O)O,222.034881912,10,5,-2.12283,True,False,['N=NN=NOC1=NC(O)(O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NNN=NC1=NC(OC(O1)(O)N)(O)O,222.034881912,11,5,-2.8143999999999996,True,False,['NC1(O)OC(N=NNN=O)=NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NNC1=NC(OC(O1)(O)N)(O)O,222.034881912,9,5,-2.8143999999999996,True,False,['NC1(O)OC(NN=NN=O)=NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
ON=NN=NC1=NC(OC(O1)(O)N)(O)O,222.034881912,9,5,-2.244,True,False,['NC1(O)OC(N=NN=NO)=NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C1NC(OC(O1)(O)N)(O)O,222.034881912,8,5,-2.8144,True,False,['NC1(O)OC(=NN=NN=O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NON=NC=1OC(OC(N1)(O)N)(O)O,222.034881912,12,5,-2.12283,True,False,['N=NON=NC1=NC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
N=NN=NOC=1OC(OC(N1)(O)N)(O)O,222.034881912,10,5,-2.12283,True,False,['N=NN=NOC1=NC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NNN=NC=1OC(OC(N1)(O)N)(O)O,222.034881912,11,5,-2.8144000000000005,True,False,['NC1(O)N=C(N=NNN=O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NNC=1OC(OC(N1)(O)N)(O)O,222.034881912,9,5,-2.8144000000000005,True,False,['NC1(O)N=C(NN=NN=O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
ON=NN=NC=1OC(OC(N1)(O)N)(O)O,222.034881912,9,5,-2.244,True,False,['NC1(O)N=C(N=NN=NO)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C1OC(OC(N1)(O)N)(O)O,222.034881912,8,5,-2.8144,True,False,['NC1(O)NC(=NN=NN=O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN=C1OC(OC(O1)(O)N)(O)O,222.03488191200003,9,5,-2.12283,True,False,['N=NN=NN=C1OC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NON=NC1=NC(NC(N1)(O)O)(O)O,222.034881912,12,6,-3.2077999999999998,False,False,['O=NON=NC1=NC(O)(O)NC(O)(O)N1'],False,"PAINS, Geminal diol/triol"
O=NN=NOC1=NC(NC(N1)(O)O)(O)O,222.034881912,10,6,-3.2077999999999998,True,False,['O=NN=NOC1=NC(O)(O)NC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NON=NC=1OC(NC(N1)(O)O)(O)O,222.034881912,12,6,-2.51623,False,False,['N=NON=NC1=NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
N=NN=NOC=1OC(NC(N1)(O)O)(O)O,222.034881912,10,6,-2.51623,True,False,['N=NN=NOC1=NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NNN=NC=1OC(NC(N1)(O)O)(O)O,222.034881912,11,6,-3.2078,False,False,['O=NNN=NC1=NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NNC=1OC(NC(N1)(O)O)(O)O,222.034881912,9,6,-3.2078,True,False,['O=NN=NNC1=NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
ON=NN=NC=1OC(NC(N1)(O)O)(O)O,222.034881912,9,6,-2.6374,True,False,['ON=NN=NC1=NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C1OC(NC(N1)(O)O)(O)O,222.034881912,8,6,-3.2077999999999998,True,False,['O=NN=NN=C1NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN=C1OC(NC(O1)(O)O)(O)O,222.03488191200003,9,6,-2.51623,True,False,['N=NN=NN=C1OC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NON=NC1=NC(OC(N1)(O)O)(O)O,222.034881912,12,6,-2.51623,False,False,['N=NON=NC1=NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol"
N=NN=NOC1=NC(OC(N1)(O)O)(O)O,222.034881912,10,6,-2.51623,True,False,['N=NN=NOC1=NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NNN=NC1=NC(OC(N1)(O)O)(O)O,222.034881912,11,6,-3.2077999999999998,False,False,['O=NNN=NC1=NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NNC1=NC(OC(N1)(O)O)(O)O,222.034881912,9,6,-3.2077999999999998,True,False,['O=NN=NNC1=NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
ON=NN=NC1=NC(OC(N1)(O)O)(O)O,222.034881912,9,6,-2.6374,True,False,['ON=NN=NC1=NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=NN=C1NC(OC(N1)(O)O)(O)O,222.034881912,7,6,-3.2077999999999998,True,False,['O=NN=NN=C1NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NNN=NC=1OC(OC(N1)(O)O)(O)O,222.03488191200003,11,6,-2.51623,False,False,['N=NNN=NC1=NC(O)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NNC=1OC(OC(N1)(O)O)(O)O,222.03488191200003,9,6,-2.51623,True,False,['N=NN=NNC1=NC(O)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
NN=NN=NC=1OC(OC(N1)(O)O)(O)O,222.03488191200003,9,5,-2.7259,True,False,['NN=NN=NC1=NC(O)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=NN=NN=C1OC(OC(N1)(O)O)(O)O,222.03488191200003,8,6,-2.51623,True,False,['N=NN=NN=C1NC(O)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN1OC(OC(O1)(O)N)(O)N,222.034881912,11,4,-2.9137199999999996,True,False,['N#CON=NN1OC(N)(O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON1OC(OC(O1)(O)N)(O)N,222.034881912,12,4,-2.9137200000000005,True,False,['N#CN=NON1OC(N)(O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol"
O=C=NN=NN1OC(OC(O1)(O)N)(O)N,222.034881912,10,4,-3.0756000000000006,True,False,['NC1(O)ON(N=NN=C=O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN1OC(OC(O1)(N)N)(O)O,222.034881912,11,4,-2.9137199999999996,True,False,['N#CON=NN1OC(N)(N)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON1OC(OC(O1)(N)N)(O)O,222.034881912,12,4,-2.9137199999999996,True,False,['N#CN=NON1OC(N)(N)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
O=C=NN=NN1OC(OC(O1)(N)N)(O)O,222.034881912,10,4,-3.0755999999999997,True,False,['NC1(N)ON(N=NN=C=O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN1OC(NC(O1)(O)N)(O)O,222.034881912,11,5,-3.30712,True,False,['N#CON=NN1OC(N)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON1OC(NC(O1)(O)N)(O)O,222.034881912,12,5,-3.30712,True,False,['N#CN=NON1OC(N)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol"
O=C=NN=NN1OC(NC(O1)(O)N)(O)O,222.034881912,10,5,-3.469,True,False,['NC1(O)NC(O)(O)ON(N=NN=C=O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN1NC(OC(O1)(O)N)(O)O,222.034881912,11,5,-3.30712,True,False,['N#CON=NN1NC(O)(O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON1NC(OC(O1)(O)N)(O)O,222.034881912,12,5,-3.30712,True,False,['N#CN=NON1NC(O)(O)OC(N)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=C=NN=NN1NC(OC(O1)(O)N)(O)O,222.034881912,10,5,-3.469,True,False,['NC1(O)ON(N=NN=C=O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN1OC(OC(N1)(O)N)(O)O,222.034881912,11,5,-3.30712,True,False,['N#CON=NN1NC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON1OC(OC(N1)(O)N)(O)O,222.034881912,12,5,-3.30712,True,False,['N#CN=NON1NC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=C=NN=NN1OC(OC(N1)(O)N)(O)O,222.034881912,10,5,-3.469,True,False,['NC1(O)NN(N=NN=C=O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=C=NN=NN1OC(OC(O1)(O)N)(O)O,222.034881912,10,5,-2.62513,True,False,['N=C=NN=NN1OC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CNN=NN1OC(OC(O1)(O)N)(O)O,222.034881912,10,5,-3.30712,True,False,['N#CNN=NN1OC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NNN1OC(OC(O1)(O)N)(O)O,222.034881912,11,5,-3.30712,True,False,['N#CN=NNN1OC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN1OC(NC(N1)(O)O)(O)O,222.034881912,11,6,-3.70052,False,False,['N#CON=NN1NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON1OC(NC(N1)(O)O)(O)O,222.034881912,12,6,-3.70052,False,False,['N#CN=NON1NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=C=NN=NN1OC(NC(N1)(O)O)(O)O,222.034881912,10,6,-3.8624,True,False,['O=C=NN=NN1NC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=C=NN=NN1OC(NC(O1)(O)O)(O)O,222.034881912,10,6,-3.01853,True,False,['N=C=NN=NN1OC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CNN=NN1OC(NC(O1)(O)O)(O)O,222.034881912,10,6,-3.70052,True,False,['N#CNN=NN1OC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NNN1OC(NC(O1)(O)O)(O)O,222.034881912,11,6,-3.70052,False,False,['N#CN=NNN1OC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CON=NN1NC(OC(N1)(O)O)(O)O,222.034881912,11,6,-3.70052,False,False,['N#CON=NN1NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NON1NC(OC(N1)(O)O)(O)O,222.034881912,12,6,-3.70052,False,False,['N#CN=NON1NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=C=NN=NN1NC(OC(N1)(O)O)(O)O,222.034881912,10,6,-3.8624,True,False,['O=C=NN=NN1NC(O)(O)OC(O)(O)N1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N=C=NN=NN1OC(OC(N1)(O)O)(O)O,222.034881912,10,6,-3.0185299999999997,True,False,['N=C=NN=NN1NC(O)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CNN=NN1OC(OC(N1)(O)O)(O)O,222.034881912,10,6,-3.70052,True,False,['N#CNN=NN1NC(O)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
N#CN=NNN1OC(OC(N1)(O)O)(O)O,222.034881912,11,6,-3.70052,False,False,['N#CN=NNN1NC(O)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=C=NN1OC(OC(O1)(O)N)(O)N,222.034881912,11,4,-2.9233000000000002,True,False,['NC1(O)ON(N=C=NN=O)OC(N)(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=NN=C=NN1OC(OC(O1)(N)N)(O)O,222.034881912,11,4,-2.9233000000000002,True,False,['NC1(N)ON(N=C=NN=O)OC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=NN=C=NN1OC(NC(O1)(O)N)(O)O,222.034881912,11,5,-3.3167000000000004,True,False,['NC1(O)NC(O)(O)ON(N=C=NN=O)O1'],False,"Geminal diol/triol, Hydrazine"
O=NN=C=NN1NC(OC(O1)(O)N)(O)O,222.034881912,11,5,-3.3167000000000004,True,False,['NC1(O)ON(N=C=NN=O)NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
O=NN=C=NN1OC(OC(N1)(O)N)(O)O,222.034881912,11,5,-3.3166999999999995,True,False,['NC1(O)NN(N=C=NN=O)OC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N=NN=C=NN1OC(OC(O1)(O)N)(O)O,222.03488191200003,11,5,-2.62513,True,False,['N=NN=C=NN1OC(N)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=C=NN1OC(NC(N1)(O)O)(O)O,222.034881912,11,6,-3.7101,False,False,['O=NN=C=NN1NC(O)(O)NC(O)(O)O1'],False,"Geminal diol/triol, Hydrazine"
N=NN=C=NN1OC(NC(O1)(O)O)(O)O,222.03488191200003,11,6,-3.01853,False,False,['N=NN=C=NN1OC(O)(O)NC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
O=NN=C=NN1NC(OC(N1)(O)O)(O)O,222.034881912,11,6,-3.7101,False,False,['O=NN=C=NN1NC(O)(O)OC(O)(O)N1'],False,"Geminal diol/triol, Hydrazine"
N=NN=C=NN1OC(OC(N1)(O)O)(O)O,222.03488191200003,11,6,-3.01853,False,False,['N=NN=C=NN1NC(O)(O)OC(O)(O)O1'],False,"PAINS, Geminal diol/triol, Hydrazine"
OC(=O)N=NN1C(N=N1)(N)OC(O)(O)O,222.034881912,9,5,-2.1108,True,False,"['[13*]C1(N)N=NN1N=NC(=O)O', '[3*]OC(O)(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
OC(=O)N=NN1C(N=N1)(O)OC(N)(O)O,222.034881912,9,5,-2.1108,True,False,"['[13*]C1(O)N=NN1N=NC(=O)O', '[3*]OC(N)(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
OC(=O)N=NN1C(N=N1)(O)NC(O)(O)O,222.034881912,9,6,-2.5042,True,False,"['[5*]NC(O)(O)O', '[13*]C1(O)N=NN1N=NC(=O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
NC(=O)N=NN1C(N=N1)(O)OC(O)(O)O,222.034881912,9,5,-2.6765,True,False,"['[13*]C1(O)N=NN1N=NC(N)=O', '[3*]OC(O)(O)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
N=C(O)N=NN1C(N=N1)(O)OC(O)(O)O,222.034881912,9,6,-2.26243,True,False,"['[3*]OC(O)(O)O', '[13*]C1(O)N=NN1N=NC(=N)O']",False,"PAINS, Geminal diol/triol, Hydrazine"
OC(=O)N1C(N=NN=N1)(N)OC(O)(O)O,222.034881912,10,5,-2.1108,True,False,"['[3*]OC(O)(O)O', '[13*]C1(N)N=NN=NN1C(=O)O']",False,"Geminal diol/triol, Hydrazine"
OC(=O)N1C(N=NN=N1)(O)OC(N)(O)O,222.034881912,10,5,-2.1108,True,False,"['[13*]C1(O)N=NN=NN1C(=O)O', '[3*]OC(N)(O)O']",False,"Geminal diol/triol, Hydrazine"
OC(=O)N1C(N=NN=N1)(O)NC(O)(O)O,222.034881912,10,6,-2.5042,True,False,"['[5*]NC(O)(O)O', '[13*]C1(O)N=NN=NN1C(=O)O']",False,"Geminal diol/triol, Hydrazine"
NC(=O)N1C(N=NN=N1)(O)OC(O)(O)O,222.034881912,10,5,-2.6765,True,False,"['[3*]OC(O)(O)O', '[13*]C1(O)N=NN=NN1C(N)=O']",False,"Geminal diol/triol, Hydrazine"
N=C(O)N1C(N=NN=N1)(O)OC(O)(O)O,222.034881912,10,6,-2.26243,True,False,"['[13*]C1(O)N=NN=NN1C(=N)O', '[3*]OC(O)(O)O']",False,"Geminal diol/triol, Hydrazine"
O=NN1C(OC(=O)N=N1)(N)OC(N)(O)O,222.034881912,10,4,-2.3716,True,False,"['[13*]C1(N)OC(=O)N=NN1N=O', '[3*]OC(N)(O)O']",False,"Geminal diol/triol, Hydrazine"
O=NN1C(OC(=O)N=N1)(N)NC(O)(O)O,222.034881912,10,5,-2.765,True,False,"['[5*]NC(O)(O)O', '[13*]C1(N)OC(=O)N=NN1N=O']",False,"Geminal diol/triol, Hydrazine"
O=NN1C(OC(=N)N=N1)(N)OC(O)(O)O,222.034881912,10,5,-2.52323,True,False,"['[3*]OC(O)(O)O', '[13*]C1(N)OC(=N)N=NN1N=O']",False,"Geminal diol/triol, Hydrazine"
O=NN1C(NC(=O)N=N1)(N)OC(O)(O)O,222.034881912,9,5,-2.765,True,False,"['[3*]OC(O)(O)O', '[13*]C1(N)NC(=O)N=NN1N=O']",False,"Geminal diol/triol, Hydrazine"
